	Gene	Organism
17360	atpF	Citrobacter_freundii
17369	ftsZ	Citrobacter_freundii
17374	fabF	Citrobacter_freundii
17411	folD	Citrobacter_freundii
17425	thrS	Citrobacter_freundii
17426	gltX	Citrobacter_freundii
17446	nadE	Citrobacter_freundii
17469	pyrG	Citrobacter_freundii
17478	rplI	Citrobacter_freundii
17487	lon	Citrobacter_freundii
17494	prfC	Citrobacter_freundii
17525	lepA	Citrobacter_freundii
17528	rho	Citrobacter_freundii
17539	gltA	Citrobacter_freundii
17548	ffh	Citrobacter_freundii
17607	secB	Citrobacter_freundii
17613	rplT	Citrobacter_freundii
17614	glnA	Citrobacter_freundii
17650	glmM	Citrobacter_freundii
17675	htpG	Citrobacter_freundii
17692	dxs	Citrobacter_freundii
17732	rpsI	Citrobacter_freundii
17746	rpsD	Citrobacter_freundii
17771	katG	Citrobacter_freundii
17779	nusG	Citrobacter_freundii
17842	atpG	Citrobacter_freundii
17929	tyrS	Citrobacter_freundii
17982	rpmA	Citrobacter_freundii
18001	rplQ	Citrobacter_freundii
18243	msrA	Citrobacter_freundii
18512	infC	Citrobacter_freundii
18567	rpmB	Citrobacter_freundii
18617	murA	Citrobacter_freundii
18626	purU	Citrobacter_freundii
18650	aspS	Citrobacter_freundii
18745	trpB	Citrobacter_freundii
18795	menB	Citrobacter_freundii
18812	der	Citrobacter_freundii
18813	proC	Citrobacter_freundii
18826	dnaJ	Citrobacter_freundii
18829	rplD	Citrobacter_freundii
18865	murE	Citrobacter_freundii
18871	proA	Citrobacter_freundii
18983	prs	Citrobacter_freundii
19557	guaA	Citrobacter_freundii
19562	rpmD	Citrobacter_freundii
19759	rpsO	Citrobacter_freundii
19776	rpsL	Citrobacter_freundii
19809	rplU	Citrobacter_freundii
20105	clpX	Citrobacter_freundii
20419	ddl	Citrobacter_freundii
20500	pheS	Citrobacter_freundii
20571	pgl	Citrobacter_freundii
20656	valS	Citrobacter_freundii
20873	dnaN	Citrobacter_freundii
21002	trpS	Citrobacter_freundii
21015	pheT	Citrobacter_freundii
21204	recA	Citrobacter_freundii
21332	polA	Citrobacter_freundii
21377	thrC	Citrobacter_freundii
21506	rplB	Coprococcus_comes
21508	rplC	Coprococcus_comes
21509	dnaJ	Coprococcus_comes
21511	gap	Coprococcus_comes
21514	rpsS	Coprococcus_comes
21516	gyrB	Coprococcus_comes
21517	purC	Coprococcus_comes
21519	rpmC	Coprococcus_comes
21523	rpsE	Coprococcus_comes
21526	tuf	Coprococcus_comes
21529	rpsI	Coprococcus_comes
21531	rpsK	Coprococcus_comes
21536	serS	Coprococcus_comes
21537	fusA	Coprococcus_comes
21553	tpiA	Coprococcus_comes
21555	pckA	Coprococcus_comes
21557	rplP	Coprococcus_comes
21560	rpsJ	Coprococcus_comes
21562	rpsM	Coprococcus_comes
21563	thrS	Coprococcus_comes
21569	rplL	Coprococcus_comes
21582	rpsP	Coprococcus_comes
21596	rpoB	Coprococcus_comes
21602	tsf	Coprococcus_comes
21605	guaB	Coprococcus_comes
21608	rplJ	Coprococcus_comes
21612	atpA	Coprococcus_comes
21616	rpsF	Coprococcus_comes
21618	rplS	Coprococcus_comes
21626	rpsB	Coprococcus_comes
21636	rplO	Coprococcus_comes
21638	rpsG	Coprococcus_comes
21643	rplQ	Coprococcus_comes
21645	rplX	Coprococcus_comes
21647	ileS	Coprococcus_comes
21656	rpsC	Coprococcus_comes
21668	rplD	Coprococcus_comes
21679	aspS	Coprococcus_comes
21686	glnA	Coprococcus_comes
21697	rplE	Coprococcus_comes
21705	tig	Coprococcus_comes
21710	rpsH	Coprococcus_comes
21721	etfA	Coprococcus_comes
21722	rpoA	Coprococcus_comes
21723	rpoC	Coprococcus_comes
21728	nusB	Coprococcus_comes
21729	guaA	Coprococcus_comes
21732	rplV	Coprococcus_comes
21736	glyS	Coprococcus_comes
21742	pnp	Coprococcus_comes
21743	rplN	Coprococcus_comes
21755	atpD	Coprococcus_comes
21762	secA	Coprococcus_comes
21764	tal	Coprococcus_comes
21771	proS	Coprococcus_comes
21775	rpsL	Coprococcus_comes
21777	frr	Coprococcus_comes
21778	rplK	Coprococcus_comes
21835	pta	Coprococcus_comes
21837	pgi	Coprococcus_comes
21838	pgk	Coprococcus_comes
21851	rplF	Coprococcus_comes
21855	ftsH	Coprococcus_comes
21857	dnaK	Coprococcus_comes
21860	carB	Coprococcus_comes
21878	ribH	Coprococcus_comes
21881	prs	Coprococcus_comes
21900	nusA	Coprococcus_comes
21901	rplR	Coprococcus_comes
21909	pyrH	Coprococcus_comes
21912	argS	Coprococcus_comes
21919	typA	Coprococcus_comes
21920	efp	Coprococcus_comes
21938	groL	Coprococcus_comes
21964	infB	Coprococcus_comes
21968	ALB	Coprococcus_comes
21983	ilvC	Coprococcus_comes
22009	rplA	Coprococcus_comes
22010	pyrE	Coprococcus_comes
22024	purA	Coprococcus_comes
22038	ychF	Coprococcus_comes
22041	rpmA	Coprococcus_comes
22074	accD	Coprococcus_comes
22100	glmM	Coprococcus_comes
22122	fabF	Coprococcus_comes
22136	argH	Coprococcus_comes
22143	carA	Coprococcus_comes
22144	alaS	Coprococcus_comes
22182	def	Coprococcus_comes
22192	prfB	Coprococcus_comes
22201	argJ	Coprococcus_comes
22203	argD	Coprococcus_comes
22271	rplW	Coprococcus_comes
22362	pheS	Coprococcus_comes
22371	rplM	Coprococcus_comes
22396	pfkA	Coprococcus_comes
22402	rplU	Coprococcus_comes
22518	metG	Coprococcus_comes
22541	gpmI	Coprococcus_comes
22549	glgB	Coprococcus_comes
22627	dapA	Coprococcus_comes
22637	rplT	Coprococcus_comes
22645	pyrG	Coprococcus_comes
22651	dnaN	Coprococcus_comes
22694	rpoZ	Coprococcus_comes
22776	gltX	Coprococcus_comes
22781	valS	Coprococcus_comes
22806	der	Coprococcus_comes
22974	argC	Coprococcus_comes
23006	leuS	Coprococcus_comes
23009	nadE	Coprococcus_comes
23028	prfA	Coprococcus_comes
23033	adk	Coprococcus_comes
23035	leuB	Coprococcus_comes
23263	rplI	Coprococcus_comes
23309	kbl	Coprococcus_comes
23366	pheT	Coprococcus_comes
23382	glpK	Coprococcus_comes
23412	pyrB	Coprococcus_comes
23509	ispG	Coprococcus_comes
23704	ackA	Coprococcus_comes
23872	glnA	Cupriavidus_necator
23873	katG	Cupriavidus_necator
23880	dksA	Cupriavidus_necator
23888	prfB	Cupriavidus_necator
23902	rpsF	Cupriavidus_necator
23919	atpA	Cupriavidus_necator
23925	rpsT	Cupriavidus_necator
23933	aspS	Cupriavidus_necator
23945	rplR	Cupriavidus_necator
23969	rplC	Cupriavidus_necator
23976	rnr	Cupriavidus_necator
23982	atpG	Cupriavidus_necator
23992	pgl	Cupriavidus_necator
24007	groL	Cupriavidus_necator
24008	fabH	Cupriavidus_necator
24014	sucC	Cupriavidus_necator
24016	fabF	Cupriavidus_necator
24022	pepA	Cupriavidus_necator
24036	gyrA	Cupriavidus_necator
24038	rpmC	Cupriavidus_necator
24053	tolB	Cupriavidus_necator
24067	ALB	Cupriavidus_necator
24069	rplL	Cupriavidus_necator
24077	rpsE	Cupriavidus_necator
24086	ilvC	Cupriavidus_necator
24087	tig	Cupriavidus_necator
24096	rplY	Cupriavidus_necator
24103	gcvP	Cupriavidus_necator
24116	murF	Cupriavidus_necator
24126	fusA	Cupriavidus_necator
24132	purM	Cupriavidus_necator
24135	rpsI	Cupriavidus_necator
24137	etfA	Cupriavidus_necator
24140	rpsO	Cupriavidus_necator
24145	serS	Cupriavidus_necator
24150	ndk	Cupriavidus_necator
24164	rplK	Cupriavidus_necator
24171	glgB	Cupriavidus_necator
24189	hslU	Cupriavidus_necator
24193	infC	Cupriavidus_necator
24194	ftsH	Cupriavidus_necator
24225	adk	Cupriavidus_necator
24231	rpsK	Cupriavidus_necator
24233	ackA	Cupriavidus_necator
24236	rpsS	Cupriavidus_necator
24250	ileS	Cupriavidus_necator
24256	rplP	Cupriavidus_necator
24257	argJ	Cupriavidus_necator
24265	pdhA	Cupriavidus_necator
24280	gatB	Cupriavidus_necator
24329	glmS	Cupriavidus_necator
24368	argG	Cupriavidus_necator
24393	pheS	Cupriavidus_necator
24401	glyA	Cupriavidus_necator
24415	dapD	Cupriavidus_necator
24450	atpD	Cupriavidus_necator
24458	ilvE	Cupriavidus_necator
24487	rplD	Cupriavidus_necator
24509	rplT	Cupriavidus_necator
24520	purL	Cupriavidus_necator
24527	fumC	Cupriavidus_necator
24558	pyrH	Cupriavidus_necator
24578	rpsP	Cupriavidus_necator
24580	rpoA	Cupriavidus_necator
24584	mdh	Cupriavidus_necator
24590	dnaK	Cupriavidus_necator
24592	murA	Cupriavidus_necator
24607	hisC	Cupriavidus_necator
24625	leuS	Cupriavidus_necator
24658	metG	Cupriavidus_necator
24674	rplI	Cupriavidus_necator
24679	guaA	Cupriavidus_necator
24684	gshB	Cupriavidus_necator
24690	rplO	Cupriavidus_necator
24703	fmt	Cupriavidus_necator
24754	zwf	Cupriavidus_necator
24761	rpsA	Cupriavidus_necator
24781	eno	Cupriavidus_necator
24787	serC	Cupriavidus_necator
24807	cysK	Cupriavidus_necator
24809	nusA	Cupriavidus_necator
24841	rsfS	Cupriavidus_necator
24845	lysS	Cupriavidus_necator
24847	aroC	Cupriavidus_necator
24857	pta	Cupriavidus_necator
24870	rpsD	Cupriavidus_necator
24888	leuB	Cupriavidus_necator
24891	pyrB	Cupriavidus_necator
24896	proC	Cupriavidus_necator
24927	rpsH	Cupriavidus_necator
24984	acnA	Cupriavidus_necator
25045	upp	Cupriavidus_necator
25078	ddl	Cupriavidus_necator
25083	argH	Cupriavidus_necator
25089	secB	Cupriavidus_necator
25106	pyrG	Cupriavidus_necator
25122	rpsR	Cupriavidus_necator
25125	rplS	Cupriavidus_necator
25132	proS	Cupriavidus_necator
25141	argD	Cupriavidus_necator
25174	leuA	Cupriavidus_necator
25190	accB	Cupriavidus_necator
25192	secA	Cupriavidus_necator
25224	argS	Cupriavidus_necator
25263	tyrS	Cupriavidus_necator
25304	pgk	Cupriavidus_necator
25322	atpH	Cupriavidus_necator
25337	atpC	Cupriavidus_necator
25395	rplJ	Cupriavidus_necator
25430	pnp	Cupriavidus_necator
25452	panB	Cupriavidus_necator
25481	thrC	Cupriavidus_necator
25491	ppa	Cupriavidus_necator
25518	glpK	Cupriavidus_necator
25569	rplM	Cupriavidus_necator
25612	glmM	Cupriavidus_necator
25635	rplB	Cupriavidus_necator
25645	yidC	Cupriavidus_necator
25648	pdxH	Cupriavidus_necator
25664	atpF	Cupriavidus_necator
25694	rpoC	Cupriavidus_necator
25735	clpX	Cupriavidus_necator
25747	rplN	Cupriavidus_necator
25803	rpsB	Cupriavidus_necator
25805	groS	Cupriavidus_necator
25859	rplA	Cupriavidus_necator
25872	rpmF	Cupriavidus_necator
25952	purC	Cupriavidus_necator
25976	rpsJ	Cupriavidus_necator
25998	rplV	Cupriavidus_necator
26010	rpsQ	Cupriavidus_necator
26032	rpsG	Cupriavidus_necator
26148	rplF	Cupriavidus_necator
26190	etfB	Cupriavidus_necator
26428	rplQ	Cupriavidus_necator
26433	tsf	Cupriavidus_necator
26612	nusB	Cupriavidus_necator
26613	argC	Cupriavidus_necator
26701	purH	Cupriavidus_necator
26715	trpS	Cupriavidus_necator
26765	rplW	Cupriavidus_necator
26771	rpoB	Cupriavidus_necator
26781	uvrA	Cupriavidus_necator
26790	ahpC	Cupriavidus_necator
27012	rpsL	Cupriavidus_necator
27091	gltA	Cupriavidus_necator
27133	purU	Cupriavidus_necator
27377	ahcY	Cupriavidus_necator
27459	metK	Cupriavidus_necator
27514	valS	Cupriavidus_necator
27531	tpx	Cupriavidus_necator
27547	tpiA	Cupriavidus_necator
27679	ispG	Cupriavidus_necator
27731	rpmG	Cupriavidus_necator
27932	rfbA	Cupriavidus_necator
28066	rpmD	Cupriavidus_necator
28668	rplE	Cupriavidus_necator
29014	glyS	Cupriavidus_necator
29859	rsfS	Delftia_acidovorans
29860	rpmB	Delftia_acidovorans
29863	infB	Delftia_acidovorans
29866	rpsF	Delftia_acidovorans
29868	nusG	Delftia_acidovorans
29872	rplM	Delftia_acidovorans
29875	dksA	Delftia_acidovorans
29881	rpsQ	Delftia_acidovorans
29883	argG	Delftia_acidovorans
29884	prfB	Delftia_acidovorans
29890	rpsC	Delftia_acidovorans
29896	clpB	Delftia_acidovorans
29897	rpsD	Delftia_acidovorans
29900	rho	Delftia_acidovorans
29903	aspS	Delftia_acidovorans
29907	rplX	Delftia_acidovorans
29909	glyA	Delftia_acidovorans
29911	rpsE	Delftia_acidovorans
29914	rplS	Delftia_acidovorans
29915	sucC	Delftia_acidovorans
29916	pyrG	Delftia_acidovorans
29917	tuf	Delftia_acidovorans
29921	rplE	Delftia_acidovorans
29923	rpsR	Delftia_acidovorans
29924	rplA	Delftia_acidovorans
29926	rpmG	Delftia_acidovorans
29927	rpoB	Delftia_acidovorans
29928	efp	Delftia_acidovorans
29929	carB	Delftia_acidovorans
29930	gatB	Delftia_acidovorans
29933	acsA	Delftia_acidovorans
29934	dnaK	Delftia_acidovorans
29937	fusA	Delftia_acidovorans
29939	rplW	Delftia_acidovorans
29941	carA	Delftia_acidovorans
29943	rpsH	Delftia_acidovorans
29949	ftsY	Delftia_acidovorans
29951	rplI	Delftia_acidovorans
29952	rpoA	Delftia_acidovorans
29956	guaB	Delftia_acidovorans
29957	rplB	Delftia_acidovorans
29962	rplF	Delftia_acidovorans
29963	rplC	Delftia_acidovorans
29966	rpsT	Delftia_acidovorans
29968	tatA	Delftia_acidovorans
29969	groL	Delftia_acidovorans
29970	ndk	Delftia_acidovorans
29972	ahcY	Delftia_acidovorans
29973	tyrS	Delftia_acidovorans
29978	purC	Delftia_acidovorans
29980	tsf	Delftia_acidovorans
29981	mdh	Delftia_acidovorans
29983	sucD	Delftia_acidovorans
29986	rplL	Delftia_acidovorans
29987	rplP	Delftia_acidovorans
29988	ddl	Delftia_acidovorans
29989	atpD	Delftia_acidovorans
29992	rplJ	Delftia_acidovorans
30000	nuoD	Delftia_acidovorans
30002	rnr	Delftia_acidovorans
30004	tig	Delftia_acidovorans
30010	rpsB	Delftia_acidovorans
30012	rne	Delftia_acidovorans
30018	rpmC	Delftia_acidovorans
30022	purF	Delftia_acidovorans
30036	rplU	Delftia_acidovorans
30037	rpsM	Delftia_acidovorans
30044	rpoC	Delftia_acidovorans
30046	nusA	Delftia_acidovorans
30048	rpsS	Delftia_acidovorans
30050	glyS	Delftia_acidovorans
30064	rplO	Delftia_acidovorans
30068	serS	Delftia_acidovorans
30072	rplY	Delftia_acidovorans
30075	alaS	Delftia_acidovorans
30078	groS	Delftia_acidovorans
30093	pepA	Delftia_acidovorans
30101	rplT	Delftia_acidovorans
30112	rpmD	Delftia_acidovorans
30124	gcvP	Delftia_acidovorans
30127	acpP	Delftia_acidovorans
30129	rplK	Delftia_acidovorans
30132	trpS	Delftia_acidovorans
30134	purM	Delftia_acidovorans
30135	leuA	Delftia_acidovorans
30140	lon	Delftia_acidovorans
30145	rplD	Delftia_acidovorans
30147	rplR	Delftia_acidovorans
30148	rplV	Delftia_acidovorans
30150	infA	Delftia_acidovorans
30152	atpA	Delftia_acidovorans
30172	rpsP	Delftia_acidovorans
30187	rpsO	Delftia_acidovorans
30191	pgk	Delftia_acidovorans
30193	rpmF	Delftia_acidovorans
30197	rpsJ	Delftia_acidovorans
30200	eno	Delftia_acidovorans
30201	ilvC	Delftia_acidovorans
30206	hslU	Delftia_acidovorans
30208	rpsN	Delftia_acidovorans
30218	htpG	Delftia_acidovorans
30220	pnp	Delftia_acidovorans
30245	rpsK	Delftia_acidovorans
30249	purD	Delftia_acidovorans
30258	frr	Delftia_acidovorans
30266	tpiA	Delftia_acidovorans
30279	dxs	Delftia_acidovorans
30320	fmt	Delftia_acidovorans
30326	ppa	Delftia_acidovorans
30355	rpsG	Delftia_acidovorans
30381	rplN	Delftia_acidovorans
30384	metG	Delftia_acidovorans
30385	gyrA	Delftia_acidovorans
30400	gshB	Delftia_acidovorans
30403	prs	Delftia_acidovorans
30404	atpG	Delftia_acidovorans
30406	infC	Delftia_acidovorans
30426	upp	Delftia_acidovorans
30440	rplQ	Delftia_acidovorans
30444	proA	Delftia_acidovorans
30473	argS	Delftia_acidovorans
30477	rpsI	Delftia_acidovorans
30496	aroC	Delftia_acidovorans
30503	dapD	Delftia_acidovorans
30517	argD	Delftia_acidovorans
30540	hisC	Delftia_acidovorans
30545	dapA	Delftia_acidovorans
30575	purL	Delftia_acidovorans
30586	secA	Delftia_acidovorans
30627	hisS	Delftia_acidovorans
30633	asd	Delftia_acidovorans
30637	secB	Delftia_acidovorans
30673	glcB	Delftia_acidovorans
30678	valS	Delftia_acidovorans
30717	atpC	Delftia_acidovorans
30743	recA	Delftia_acidovorans
30747	atpH	Delftia_acidovorans
30749	ileS	Delftia_acidovorans
30768	adk	Delftia_acidovorans
30827	glmS	Delftia_acidovorans
30833	argC	Delftia_acidovorans
30867	accA	Delftia_acidovorans
30876	gltX	Delftia_acidovorans
30891	purH	Delftia_acidovorans
30896	gcvH	Delftia_acidovorans
30930	ispG	Delftia_acidovorans
30950	ftsZ	Delftia_acidovorans
30954	glmM	Delftia_acidovorans
30971	ffh	Delftia_acidovorans
30972	glpK	Delftia_acidovorans
30973	gyrB	Delftia_acidovorans
30992	prfC	Delftia_acidovorans
31031	thrS	Delftia_acidovorans
31091	purA	Delftia_acidovorans
31395	folD	Delftia_acidovorans
31554	ilvE	Delftia_acidovorans
31556	greA	Delftia_acidovorans
31561	polA	Delftia_acidovorans
31568	fumC	Delftia_acidovorans
31575	trpB	Delftia_acidovorans
31612	dapB	Delftia_acidovorans
31635	rpmA	Delftia_acidovorans
31744	rpsL	Delftia_acidovorans
31812	serC	Delftia_acidovorans
31842	proC	Delftia_acidovorans
31897	def	Delftia_acidovorans
31922	metK	Delftia_acidovorans
32031	murF	Delftia_acidovorans
32074	pyrB	Delftia_acidovorans
32075	grpE	Delftia_acidovorans
32173	ribH	Delftia_acidovorans
32234	msrA	Delftia_acidovorans
32399	der	Delftia_acidovorans
32649	tal	Delftia_acidovorans
32751	ettA	Delftia_acidovorans
33000	argJ	Delftia_acidovorans
33111	purU	Delftia_acidovorans
33129	mreB	Delftia_acidovorans
33152	gmk	Delftia_acidovorans
33194	pheS	Delftia_acidovorans
33208	clpX	Delftia_acidovorans
33219	leuB	Delftia_acidovorans
33226	rpsD	Mycobacterium_smegmatis
33228	rplX	Mycobacterium_smegmatis
33229	rplL	Mycobacterium_smegmatis
33234	rplI	Mycobacterium_smegmatis
33236	prfA	Mycobacterium_smegmatis
33238	groEL	Mycobacterium_smegmatis
33239	rho	Mycobacterium_smegmatis
33246	ilvC	Mycobacterium_smegmatis
33247	metK	Mycobacterium_smegmatis
33251	rpsC	Mycobacterium_smegmatis
33262	tuf	Mycobacterium_smegmatis
33267	sucC	Mycobacterium_smegmatis
33274	rplJ	Mycobacterium_smegmatis
33286	rpsB	Mycobacterium_smegmatis
33295	tig	Mycobacterium_smegmatis
33297	rplO	Mycobacterium_smegmatis
33305	rpsA	Mycobacterium_smegmatis
33308	leuA	Mycobacterium_smegmatis
33323	serC	Mycobacterium_smegmatis
33328	acnA	Mycobacterium_smegmatis
33337	etfA	Mycobacterium_smegmatis
33345	gatB	Mycobacterium_smegmatis
33347	rpsF	Mycobacterium_smegmatis
33368	rpoA	Mycobacterium_smegmatis
33372	glyA	Mycobacterium_smegmatis
33381	rplS	Mycobacterium_smegmatis
33385	atpA	Mycobacterium_smegmatis
33386	rpoB	Mycobacterium_smegmatis
33388	rplB	Mycobacterium_smegmatis
33402	ahcY	Mycobacterium_smegmatis
33405	argS	Mycobacterium_smegmatis
33420	rpsI	Mycobacterium_smegmatis
33424	tsf	Mycobacterium_smegmatis
33428	tpx	Mycobacterium_smegmatis
33437	rpoC	Mycobacterium_smegmatis
33438	carB	Mycobacterium_smegmatis
33440	etfB	Mycobacterium_smegmatis
33441	atpD	Mycobacterium_smegmatis
33443	rpsG	Mycobacterium_smegmatis
33452	rplA	Mycobacterium_smegmatis
33479	murA	Mycobacterium_smegmatis
33523	rplV	Mycobacterium_smegmatis
33528	ahpC	Mycobacterium_smegmatis
33545	recA	Mycobacterium_smegmatis
33556	rplW	Mycobacterium_smegmatis
33580	rplU	Mycobacterium_smegmatis
33624	leuS	Mycobacterium_smegmatis
33627	hisS	Mycobacterium_smegmatis
33631	rpsJ	Mycobacterium_smegmatis
33658	acpP	Mycobacterium_smegmatis
33660	rpoZ	Mycobacterium_smegmatis
33662	gcvH	Mycobacterium_smegmatis
33667	rplE	Mycobacterium_smegmatis
33677	rpsH	Mycobacterium_smegmatis
33691	typA	Mycobacterium_smegmatis
33692	fumC	Mycobacterium_smegmatis
33706	rplT	Mycobacterium_smegmatis
33714	aroC	Mycobacterium_smegmatis
33726	atpG	Mycobacterium_smegmatis
33729	rplD	Mycobacterium_smegmatis
33733	purH	Mycobacterium_smegmatis
33734	pheT	Mycobacterium_smegmatis
33743	rpsE	Mycobacterium_smegmatis
33746	valS	Mycobacterium_smegmatis
33760	hemE	Mycobacterium_smegmatis
33781	ispG	Mycobacterium_smegmatis
33809	pepA	Mycobacterium_smegmatis
33860	pdhA	Mycobacterium_smegmatis
33866	rplM	Mycobacterium_smegmatis
33867	prfB	Mycobacterium_smegmatis
33896	coaBC	Mycobacterium_smegmatis
33919	rpsS	Mycobacterium_smegmatis
33936	rpsK	Mycobacterium_smegmatis
33974	rplC	Mycobacterium_smegmatis
34001	topA	Mycobacterium_smegmatis
34024	ftsZ	Mycobacterium_smegmatis
34032	rplR	Mycobacterium_smegmatis
34134	rpsO	Mycobacterium_smegmatis
34135	purU	Mycobacterium_smegmatis
34153	rpsP	Mycobacterium_smegmatis
34179	ddl	Mycobacterium_smegmatis
34227	rpmA	Mycobacterium_smegmatis
34236	purA	Mycobacterium_smegmatis
34239	rplF	Mycobacterium_smegmatis
34252	frr	Mycobacterium_smegmatis
34268	ettA	Mycobacterium_smegmatis
34320	dnaN	Mycobacterium_smegmatis
34345	pgk	Mycobacterium_smegmatis
34357	pyrG	Mycobacterium_smegmatis
34364	tyrS	Mycobacterium_smegmatis
34398	proS	Mycobacterium_smegmatis
34418	proC	Mycobacterium_smegmatis
34462	purD	Mycobacterium_smegmatis
34490	rpmD	Mycobacterium_smegmatis
34556	rplK	Mycobacterium_smegmatis
34581	grpE	Mycobacterium_smegmatis
34605	rpsT	Mycobacterium_smegmatis
34608	adk	Mycobacterium_smegmatis
34644	ilvE	Mycobacterium_smegmatis
34655	nusG	Mycobacterium_smegmatis
34679	rplQ	Mycobacterium_smegmatis
34749	thrC	Mycobacterium_smegmatis
34816	def	Mycobacterium_smegmatis
35117	glcB	Mycobacterium_smegmatis
35137	rplL	Paracoccus_denitrificans
35138	rpsM	Paracoccus_denitrificans
35141	purH	Paracoccus_denitrificans
35146	rplO	Paracoccus_denitrificans
35147	rpsS	Paracoccus_denitrificans
35154	dnaK	Paracoccus_denitrificans
35155	prfB	Paracoccus_denitrificans
