,Gene,Organism
165699,tsf,Sulfobacillus_thermosulfidooxidans
165704,acpP,Sulfobacillus_thermosulfidooxidans
165708,tig,Sulfobacillus_thermosulfidooxidans
165709,purK,Sulfobacillus_thermosulfidooxidans
165712,zwf,Sulfobacillus_thermosulfidooxidans
165717,pdxS,Sulfobacillus_thermosulfidooxidans
165727,glyS,Sulfobacillus_thermosulfidooxidans
165731,glpK,Sulfobacillus_thermosulfidooxidans
165743,glyA,Sulfobacillus_thermosulfidooxidans
165756,rpsS,Sulfobacillus_thermosulfidooxidans
165768,rpsG,Sulfobacillus_thermosulfidooxidans
165785,obg,Sulfobacillus_thermosulfidooxidans
165786,lon,Sulfobacillus_thermosulfidooxidans
165798,clpP,Sulfobacillus_thermosulfidooxidans
165802,der,Sulfobacillus_thermosulfidooxidans
165814,rimO,Sulfobacillus_thermosulfidooxidans
165816,gpmI,Sulfobacillus_thermosulfidooxidans
165818,ileS,Sulfobacillus_thermosulfidooxidans
165819,mreB,Sulfobacillus_thermosulfidooxidans
165820,hisS,Sulfobacillus_thermosulfidooxidans
165828,rpsB,Sulfobacillus_thermosulfidooxidans
165836,ilvC,Sulfobacillus_thermosulfidooxidans
165842,fhs,Sulfobacillus_thermosulfidooxidans
165844,eno,Sulfobacillus_thermosulfidooxidans
165862,atpD,Sulfobacillus_thermosulfidooxidans
165863,fusA,Sulfobacillus_thermosulfidooxidans
165882,clpX,Sulfobacillus_thermosulfidooxidans
165884,rpmA,Sulfobacillus_thermosulfidooxidans
165890,murC,Sulfobacillus_thermosulfidooxidans
165896,cysK,Sulfobacillus_thermosulfidooxidans
165912,argH,Sulfobacillus_thermosulfidooxidans
165933,fabF,Sulfobacillus_thermosulfidooxidans
165958,sucD,Sulfobacillus_thermosulfidooxidans
165973,valS,Sulfobacillus_thermosulfidooxidans
165977,metG,Sulfobacillus_thermosulfidooxidans
165978,selD,Sulfobacillus_thermosulfidooxidans
165983,greA,Sulfobacillus_thermosulfidooxidans
165996,leuC,Sulfobacillus_thermosulfidooxidans
166001,rplN,Sulfobacillus_thermosulfidooxidans
166013,galE,Sulfobacillus_thermosulfidooxidans
166038,clpB,Sulfobacillus_thermosulfidooxidans
166044,rpsC,Sulfobacillus_thermosulfidooxidans
166046,nuoD,Sulfobacillus_thermosulfidooxidans
166056,rplC,Sulfobacillus_thermosulfidooxidans
166061,pxpA,Sulfobacillus_thermosulfidooxidans
166065,murE,Sulfobacillus_thermosulfidooxidans
166071,rplK,Sulfobacillus_thermosulfidooxidans
166072,aspA,Sulfobacillus_thermosulfidooxidans
166082,trpC,Sulfobacillus_thermosulfidooxidans
166096,nadE,Sulfobacillus_thermosulfidooxidans
166098,glyQ,Sulfobacillus_thermosulfidooxidans
166112,rpsE,Sulfobacillus_thermosulfidooxidans
166119,nusG,Sulfobacillus_thermosulfidooxidans
166124,ispG,Sulfobacillus_thermosulfidooxidans
166127,ilvE,Sulfobacillus_thermosulfidooxidans
166149,apt,Sulfobacillus_thermosulfidooxidans
166167,recA,Sulfobacillus_thermosulfidooxidans
166168,ilvD,Sulfobacillus_thermosulfidooxidans
166170,purA,Sulfobacillus_thermosulfidooxidans
166175,rpsD,Sulfobacillus_thermosulfidooxidans
166179,rpsH,Sulfobacillus_thermosulfidooxidans
166192,tpiA,Sulfobacillus_thermosulfidooxidans
166203,sucC,Sulfobacillus_thermosulfidooxidans
166208,rpsL,Sulfobacillus_thermosulfidooxidans
166232,lipB,Sulfobacillus_thermosulfidooxidans
166259,proS,Sulfobacillus_thermosulfidooxidans
166271,trxB,Sulfobacillus_thermosulfidooxidans
166277,acnA,Sulfobacillus_thermosulfidooxidans
166283,alaS,Sulfobacillus_thermosulfidooxidans
166284,sufC,Sulfobacillus_thermosulfidooxidans
166290,adk,Sulfobacillus_thermosulfidooxidans
166294,purL,Sulfobacillus_thermosulfidooxidans
166296,gatB,Sulfobacillus_thermosulfidooxidans
166309,ffh,Sulfobacillus_thermosulfidooxidans
166312,nuoC,Sulfobacillus_thermosulfidooxidans
166327,trpB,Sulfobacillus_thermosulfidooxidans
166331,rpoA,Sulfobacillus_thermosulfidooxidans
166332,rplP,Sulfobacillus_thermosulfidooxidans
166354,rfbB,Sulfobacillus_thermosulfidooxidans
166378,gap,Sulfobacillus_thermosulfidooxidans
166387,glmU,Sulfobacillus_thermosulfidooxidans
166391,sufB,Sulfobacillus_thermosulfidooxidans
166398,aroC,Sulfobacillus_thermosulfidooxidans
166404,rpoB,Sulfobacillus_thermosulfidooxidans
166412,aspS,Sulfobacillus_thermosulfidooxidans
166423,fabG,Sulfobacillus_thermosulfidooxidans
166429,leuS,Sulfobacillus_thermosulfidooxidans
166447,guaB,Sulfobacillus_thermosulfidooxidans
166448,ftsA,Sulfobacillus_thermosulfidooxidans
166458,rplW,Sulfobacillus_thermosulfidooxidans
166472,gcvH,Sulfobacillus_thermosulfidooxidans
166475,pgl,Sulfobacillus_thermosulfidooxidans
166485,guaA,Sulfobacillus_thermosulfidooxidans
166502,pdxA,Sulfobacillus_thermosulfidooxidans
166512,hemE,Sulfobacillus_thermosulfidooxidans
166513,dapB,Sulfobacillus_thermosulfidooxidans
166523,murD,Sulfobacillus_thermosulfidooxidans
166525,prs,Sulfobacillus_thermosulfidooxidans
166587,dapA,Sulfobacillus_thermosulfidooxidans
166593,hemL,Sulfobacillus_thermosulfidooxidans
166606,panB,Sulfobacillus_thermosulfidooxidans
166639,nusA,Sulfobacillus_thermosulfidooxidans
166674,def,Sulfobacillus_thermosulfidooxidans
166691,pgk,Sulfobacillus_thermosulfidooxidans
166698,hslU,Sulfobacillus_thermosulfidooxidans
166745,upp,Sulfobacillus_thermosulfidooxidans
166801,rplJ,Sulfobacillus_thermosulfidooxidans
166807,rplA,Sulfobacillus_thermosulfidooxidans
166834,argG,Sulfobacillus_thermosulfidooxidans
166850,hutU,Sulfobacillus_thermosulfidooxidans
166954,thrC,Sulfobacillus_thermosulfidooxidans
166978,coaBC,Sulfobacillus_thermosulfidooxidans
167058,thiC,Sulfobacillus_thermosulfidooxidans
167171,tyrS,Sulfobacillus_thermosulfidooxidans
167209,rpsR,Sulfobacillus_thermosulfidooxidans
167249,aroA,Sulfobacillus_thermosulfidooxidans
167299,ftsY,Sulfobacillus_thermosulfidooxidans
167337,thrS,Sulfobacillus_thermosulfidooxidans
167451,rplE,Sulfobacillus_thermosulfidooxidans
167524,atpG,Sulfobacillus_thermosulfidooxidans
167551,glmS,Sulfobacillus_thermosulfidooxidans
167651,lysS,Sulfobacillus_thermosulfidooxidans
167661,hisH,Sulfobacillus_thermosulfidooxidans
167694,rplU,Sulfobacillus_thermosulfidooxidans
167722,frr,Sulfobacillus_thermosulfidooxidans
167764,rplI,Sulfobacillus_thermosulfidooxidans
167819,rpoC,Sulfobacillus_thermosulfidooxidans
167825,secA,Sulfobacillus_thermosulfidooxidans
167985,ribH,Sulfobacillus_thermosulfidooxidans
168115,pnp,Sulfobacillus_thermosulfidooxidans
168119,atpH,Sulfobacillus_thermosulfidooxidans
168170,atpC,Sulfobacillus_thermosulfidooxidans
168254,pepA,Sulfobacillus_thermosulfidooxidans
168464,fmt,Sulfobacillus_thermosulfidooxidans
168743,serS,Sulfobacillus_thermosulfidooxidans
168841,rpsQ,Sulfobacillus_thermosulfidooxidans
168932,gcvT,Sulfobacillus_thermosulfidooxidans
168941,rplR,Sulfobacillus_thermosulfidooxidans
169263,hisD,Sulfobacillus_thermosulfidooxidans
169319,fabD,Sulfobacillus_thermosulfidooxidans
169363,folD,Sulfobacillus_thermosulfidooxidans
169508,rpe,Sulfobacillus_thermosulfidooxidans
